Name,Price,Description,Rate,Rating_count,Details,image,Brand,Gender,Product_Type,Character,Fragrance_Family,Size,Year,Ingredients,Concentration,Top_note,Middle_note,Base_note
Pascal Morabito Pure Essence (EDT 100 ml + Shower Gel 100 ml) Gift Set,181 SAR,"The Pure Essence Gift Set for Men includes a 100 ml Eau de Toilette and a 100 ml shower gel.
Pure Essence Pascal Morabito is a woody fragrance for men who love elegance and distinction.
The fragrance opens with citruses, green apple and geranium to give you a feeling of joy throughout your day.
The heart of the fragrance contains cinnamon, which blends perfectly with sandalwood and cedarwood in the base.
The shower gel gives you a feeling of freshness and vitality like no other.
...
About the brand:
Pascal Morabito is a French luxury brand founded in 1905 in Nice by Jean-Baptiste Morabito. It specializes in handmade leather goods made by its artisans, as well as being one of the members of the luxury perfume industry.",none,none,"['100 ml', 'Eau de Toilette', 'Pascal Morabito', 'Men', 'Perfume Set', 'Natural', 'Woody,Woody', 'Citrus, Green Apple, Geranium', 'Cinnamon', 'Sandalwood, Cedar wood']",none,100 ml,Eau de Toilette,Pascal Morabito,Men,Perfume Set,Natural,"Woody,Woody","Citrus, Green Apple, Geranium",Cinnamon,"Sandalwood, Cedar wood",,
Pascal Morabito Black Agent (EDT 100 ml+ Shower Gel 100 ml ) Gift Set,233 SAR,"A distinctive and elegant gift set designed especially for men.
The set includes a wonderful 100 ml Eau de Toilette fragrance and a 100 ml refreshing shower gel.
The fragrance is enriched with an unparalleled combination of carefully selected materials.
Enjoy the scent of bergamot that explodes on contact with pepper seeds.
In the heart is a wonderful floral accord of tuberose and tonka bean.
The fragrance ends with the scent of incense softened by musk and vetiver.
About the brand:
Pascal Morabito is a French luxury brand founded in 1905 in Nice by Jean-Baptiste Morabito. It specializes in handmade leather goods made by its artisans, as well as being one of the members of the luxury perfume industry.",none,none,"['100 ml', 'Eau de Toilette', 'Pascal Morabito', 'Men', 'Perfume Set', 'Natural', 'Woody,Woody', 'Bergamot, Pepper Seed', 'Tuberose, Tonka bean', 'Incense, Musk, Vetiver.']",none,100 ml,Eau de Toilette,Pascal Morabito,Men,Perfume Set,Natural,"Woody,Woody","Bergamot, Pepper Seed","Tuberose, Tonka bean","Incense, Musk, Vetiver.",,
Moschino Toy Boy Gift Set (EDP 30 ml + Shower Gel 50 ml) Gift Set,295 SAR,"An aromatic set for men containing a 30 ml Eau de Parfum and a 50 ml shower gel
The collection represents everything men need to reach the highest levels of elegance in their distinctive looks
The set comes in an elegant package to be gifted to everyone you love on happy occasions
Amber and carnation scents represent the luxurious classic that men seek to achieve a luxurious and attractive look
About the brand:
Moschino is an Italian fashion design house that started in 1983 by Franco Moschino. Moschino's first fragrance was launched in 1987, and the company has continued to produce fragrances for men and women under its Moschino Chic brands. Moschino specializes in accessories, shoes, suitcases, and leather perfumes. The brand, established in 1983, is known for its innovative, colorful and sometimes quirky designs. Today, the brand has become known worldwide, as it has been recognized as one of the successful role models for lifestyle products all over the world.",none,none,"['50 ml', 'Eau de Parfum', 'Moschino', 'Men', 'Perfume Set', 'Sensual', 'Floral']",none,50 ml,Eau de Parfum,Moschino,Men,Perfume Set,Sensual,Floral,,,,,
Dsquared² Wood Pour Homme Gift Set (EDT 50 ml + Body Lotion 50 ml + Shower Gel 50 ml),295 SAR,"It's a masculine perfume set featuring (50 ml) bottle of the fragrance, (50 ml) body lotion and (50 ml) shower gel.
The set comes to you in an elegant woody box so you can offer it as a gift to your beloved ones.
The woody composition is inspired by the Mediterranean breeze with notes of bergamot and fresh lemon to evoke your feelings.
The wonderful base delivers a classic touch to boost your elegance in all occasions.
About the brand:
Dsquared² is the result of the creative minds of Canadian twins Dean and Dan Caten, imaginative designers of one of the most original and biting brands in the international fashion scene. After completing their studies at the prestigious Parson's School in New York, in 1994, the two designers moved to Italy and launched the world's first men's collection. Success came quickly with women's lines, especially after the surprising relationship with the music and entertainment world. Over the years, Dsquared² has been the official designer of the major international pop stars tours.",none,none,"['Eau de Toilette', 'Dsquared²', 'Men', 'Perfume Set', 'Natural', 'Woody,Woody', 'Mandarin, Lemon, Bergamot', 'Cardamom, Ginger, Violet Leaves', 'Ambroxan, Vetiver, White Woods']",none,Eau de Toilette,Dsquared²,Men,Perfume Set,Natural,"Woody,Woody","Mandarin, Lemon, Bergamot","Cardamom, Ginger, Violet Leaves","Ambroxan, Vetiver, White Woods",,,
Moschino Toy Boy Gift Set - (EDP 100 ml +EDP 10 ml + Shower Gel 200 ml),490 SAR,"A perfume set for men that contains a 100 ml Eau de Parfum with a 10 ml bottle of the same fragrance and a 200 ml shower gel
The collection represents everything men need to reach the highest levels of elegance in their distinctive looks
The set comes in an elegant package to be gifted to everyone you love on happy occasions
Amber and carnation scents are a classic that men look for to achieve an attractive look
About the brand:
Moschino is an Italian fashion design house that started in 1983 by Franco Moschino. Moschino's first fragrance was launched in 1987, and the company has continued to produce fragrances for men and women under its Moschino Chic brands. Moschino specializes in accessories, shoes, suitcases, and leather perfumes. The brand, established in 1983, is known for its innovative, colorful and sometimes quirky designs. Today, the brand has become known worldwide, as it has been recognized as one of the successful role models for lifestyle products all over the world.",none,none,"['200 ml', 'Eau de Parfum', 'Moschino', 'Men', 'Perfume Set', 'Sensual', 'Floral', 'Bergamot, Elemi, Nutmeg, Pear, Pink Pepper', 'Linen, Carnation, Mongolia, Rose', 'Amber, Sandalwood, Celluloid, Kashmiran, Vetiver']",none,200 ml,Eau de Parfum,Moschino,Men,Perfume Set,Sensual,Floral,"Bergamot, Elemi, Nutmeg, Pear, Pink Pepper","Linen, Carnation, Mongolia, Rose","Amber, Sandalwood, Celluloid, Kashmiran, Vetiver",,
Hermes Un Jardin Sur La Lagune Set (EDT 100 ml + Body Lotion 80 ml + EDT 7.5 ml),689 SAR,"A perfume set for women and men that contains a 100 ml EDT with a 7.5 ml bottle of the same perfume and an 80ml perfumed soothing lotion for the skin.
The set comes to you in an elegant and distinctive package that you can present as a gift to the ones you care about on their special occasions.
Enjoy the look of artists and movie stars with the scent of this fragrance and it's luxurious wood aromas.
The fragrance spreads in the air and caresses your skin and gives you the freshness of coastal trips on bright summer days.
About the Brand:
Hermes is a global luxury fashion brand. One of the most famous brands in manufacturing leather products, accessories for modern life, home furnishings, perfumes, jewelry and watches.",none,none,"['Eau de Parfum', 'Hermes', 'Unisex', 'Perfume Set', 'Cheesewood, Lily, Woody Notes, Mangolia, Sea NotesChemical IngredientsAlcohol, Aqua (Water), Parfum (Fragrance), Limonene, Ethylhexyl Methoxycinnamate, Benzyl Salicylate, Alpha-Isomethyl Ionone, BHT, Linalool, Coumarin, Ethylhexyl Salicylate, Butyl Meth']",none,Eau de Parfum,Hermes,Unisex,Perfume Set,"Cheesewood, Lily, Woody Notes, Mangolia, Sea NotesChemical IngredientsAlcohol, Aqua (Water), Parfum (Fragrance), Limonene, Ethylhexyl Methoxycinnamate, Benzyl Salicylate, Alpha-Isomethyl Ionone, BHT, Linalool, Coumarin, Ethylhexyl Salicylate, Butyl Meth",,,,,,,
Hermes Terre D'Hermes Eau Intense Vetiver Set (EDP 100 ml + EDP 5 ml + Shower Gel 40 ml),689 SAR,"A perfume set for men that contains EDP 100ml and a 5ml bottle of the same fragrance and a 40ml shower gel.
The set comes to you in an elegant and distinctive box that you can present as a gift to someone you adore on a happy occasion.
The lively and refreshing scent of the perfume envelops you in an aromatic scent of pepper which spreads around you and attracts attention towards you.
Do not hesitate to join the world of beauty and attractiveness with your unique scent that will always grant you a place in high society.
About the Brand:
Hermes is a global luxury fashion brand. One of the most famous brands in manufacturing leather products, accessories for modern life, home furnishings, perfumes, jewelry and watches.",none,none,"['Eau de Parfum', 'Hermes', 'Men', 'Perfume Set', 'Charismatic', 'Oriental', 'Lemon, Grapefruit, Bergamot', 'Geranium, Sichuan Pepper', 'Amber Woods, Patchouli, Frankincense, Vetiver']",none,Eau de Parfum,Hermes,Men,Perfume Set,Charismatic,Oriental,"Lemon, Grapefruit, Bergamot","Geranium, Sichuan Pepper","Amber Woods, Patchouli, Frankincense, Vetiver",,,
Hermes Terre D'Hermes Eau Intense Vetiver Set (EDP 100ml + After Shave Lotion 40 ml + Shower Gel 80 ml),689 SAR,"A fragrance set for men that contains a 100ml EDP perfume, 40ml perfumed skin lotion and 80ml shower gel.
The set comes to you in an elegant and distinctive box that you can present as a gift to anyone you love on happy occasions.
The lively and refreshing scent of the perfume envelops you in an aromatic scent of pepper and spreads it around you to attract the attention of all around you.
Do not hesitate to join the world of beauty and attractiveness with your unique scent that will always make you feel like you belong to men of high status.
About the Brand:
Hermes is a global luxury fashion brand. One of the most famous brands in manufacturing leather products, accessories for modern life, home furnishings, perfumes, jewelry and watches.",none,none,"['Eau de Parfum', 'Hermes', 'Men', 'Perfume Set', 'Natural', 'Woody,Woody', 'Lemon, Grapefruit, Bergamot', 'Geranium, Sichuan Pepper', 'Amber Woods, Patchouli, Frankincense, Vetiver']",none,Eau de Parfum,Hermes,Men,Perfume Set,Natural,"Woody,Woody","Lemon, Grapefruit, Bergamot","Geranium, Sichuan Pepper","Amber Woods, Patchouli, Frankincense, Vetiver",,,
Hermes Terre D'Hermes Set (EDP 75 ml + EDP 15 ml + Body Shower Gel 40 ml),698 SAR,"A perfume set for men that contains a 100ml EDP perfume with a 15ml bottle of the same fragrance and a 75ml shower gel.
The set comes to you in an elegant and distinctive package that you can present as a gift to anyone you love on happy occasions.
The fragrance provides you with a dose of warmth and a glowing passion that immerses you in the alluring and sensual notes of pepper and bergamot.
The amazing fragrance collection is all that men need to reach the highest levels of elegance and luxury.
About the Brand:
Hermes is a global luxury fashion brand. One of the most famous brands in manufacturing leather products, accessories for modern life, home furnishings, perfumes, jewelry and watches.",none,none,"['Eau de Parfum', 'Hermes', 'Men', 'Perfume Set', 'Grapefruit, Orange', 'Pepper, Pink Pepper, Geranium Leaves, Patchouli, Raspberry Rose', 'Atlantic Cedar, Vetiver, Resin']",none,Eau de Parfum,Hermes,Men,Perfume Set,"Grapefruit, Orange","Pepper, Pink Pepper, Geranium Leaves, Patchouli, Raspberry Rose","Atlantic Cedar, Vetiver, Resin",,,,,
Loewe 7 Cobalt EDP,383 SAR,"For all special occasions and busy days, move forward freely with this luxurious fragrance.
The composition has spicy notes of carnation and pink pepper, which deliver a glowing scent.
Tonka bean and incense add to the warmth of the scent, which captivate the hearts.
It's intense and concentrated to show your masculine beauty in all occasions, while boosting your confidence.
About the brand:
The brand Loewe was founded by German-born Enrique Loewe Roessberg in 1846 to express his love for Spanish culture. The brand was first specialised in high-quality luggage until its first fragrance was released in 1972 which marked the start of a continued success in the world of fragrance.",none,none,"['Loewe', 'Men', 'Perfume', 'Extravagant', 'Aromatic', '100 ml', '2021', 'Tonka bean, cloves, pink pepper, incense, black currant, vetiver, sage', 'Eau de Parfum']",none,Loewe,Men,Perfume,Extravagant,Aromatic,100 ml,2021,"Tonka bean, cloves, pink pepper, incense, black currant, vetiver, sage",Eau de Parfum,,,
Loewe Aire Sutileza EDT,554 SAR,"The scented breeze of bergamot and mandarin keep you refreshed and satisfied.
The fragrance remains for long hours, thanks to the intense composition which get you the admiration and love of everyone there.
It's infused with musk and tea along with red pepper provide a slightly spicy scent.
The amazing scent is your perfect choice on bright days of summer.
About the brand:
The brand Loewe was founded by German-born Enrique Loewe Roessberg in 1846 to express his love for Spanish culture. The brand was first specialised in high-quality luggage until its first fragrance was released in 1972 which marked the start of a continued success in the world of fragrance.",none,none,"['Loewe', 'Men', 'Perfume', 'Sensual', 'Floral', '100 ml', '2017', 'Bergamot, Italian Mandarin, Clover Flowers, Jasmine Sambac, Rose, Ceylon Tea, Moss, Red Pepper, Moroccan Cedar, Musk', 'Eau de Toilette']",none,Loewe,Men,Perfume,Sensual,Floral,100 ml,2017,"Bergamot, Italian Mandarin, Clover Flowers, Jasmine Sambac, Rose, Ceylon Tea, Moss, Red Pepper, Moroccan Cedar, Musk",Eau de Toilette,,,
