Name,Price,Description,Rate,Rating_count,image,Brand,Gender,Product_Type,Character_x,Fragrance_Family,Size,Year,Ingredients,Concentration,Top_note,Middle_note,Base_note
Laurent Mazzone Veleno DorÃ©,2243,"Veleno DorÃ© Laurent Mazzone's fragrance is beyond the reach for its bold, ambitious aroma. It entwines confidence and glamour in a way that it is like a powerful snake that strikes so that the victim becomes gold when they are infected with its extraordinary venom. A continuous irresistible sparkle of rum, nutmeg, and chili pepper is melted in exquisite flavors of tobacco leaf and patchouli to provide its wearer with a charismatic signature and modern style. Cherry, vanilla, and amber come at the end to ensure that the scent will linger on. This modern bowl of bliss will always capture your senses and never let go!",none,none,none,Laurent Mazzone,Unisex,Perfume,Natural,Woody,100 ml,2017,"rum, nutmeg, hot pepper, tobacco, leaves, patchouli, vanilla, amber and black cherry.",Eau de Parfum,"rum, nutmeg, hot pepper","obacco, celery seed, labdanum, benzoin, lint","woody notes, musk"
Laurent Mazzone Ultimate Seduction,1208,"Laurent Mazzone Ultimate Seduction represents an array of sensual desires and elegance. It entwines a joyous fruity burst of invigorating cassis, orange, and pink pepper, blended in an irresistible oriental blend of sweet bouquets of rose, iris, and violet and wrapped by warm, sensuous notes of praline, patchouli, and amber. This symbol of seduction between men and women had a comprehensive understanding of men's form and sensual desires. So close your eyes and follow your instincts!",none,none,none,Laurent Mazzone,Unisex,Perfume,Natural,Woody,100 ml,2014,"cassis, orange, pink pepper, rose, iris, violet, praline, patchouli, amber, white wood and cedar wood.",Eau de Parfum,"cassis, orange, pink pepper","myrtle, thyme, curry tree, immortelle","indian sandalwood, frankincense, precious woods, white musk, oud"
Laurent Mazzone Sensual Orchid,1208,"Laurent Mazzone Sensual Orchid is a happy perfume that never misses imbuing a day with a smile from the first spritz. This perfume is a warm and embracing oriental fragrance that evokes the wearer with a sweet bouquet. This perfume starts with a voluptuous touch of almond, mandarin orange, and neroli, fused in a subtle yet charming scent of orchid, heliotrope, and ylang-ylang to awake all the sensuality surrounding. The vanilla, benzoin, musk, and labdanum revolve at the base, leaving behind a sweet final scent.",none,none,none,Laurent Mazzone,Women,Perfume,Romantic,Floral,100 ml,2012,"almond, tangerine, orange, neroli, orchid, heliotrope, ylang-ylang, peony, jasmine, vanilla, benzoin, musk, labdanum, woody and cedar notes.",Extrait de Parfum,"almond, tangerine, orange, neroli",honey and cedar wood,"frankincense, cedarwood and patchouli"
Laurent Mazzone Radikal Water Lily,1208,"Laurent Mazzone Radikal Water Lily is molded by the energy of modernity and romantic sensuality. Without being overly sweet, without being either overly resinous, an undeniable attraction of a bouquet of freshly blooming flowers lives all the time. The perfume opens with a confident aroma of lemon, cassis, and freesia, revealing an elevation and potent awakenings. Wait until you fall in love with the peony, cyclamen, and the sensuous jasmine at the heart note. You will finally succumb to its magnetism by a charismatic blend of amber and sandalwood to fall onto your skin softly and happily.",none,none,none,Laurent Mazzone,Unisex,Perfume,Romantic,Floral,100 ml,2018,"lemon, cassis, freesia, peony, cyclamen and jasmine, amber and sandalwood",Extrait de Parfum,"lemon, cassis, freesia,","tobacco, leaves, patchouli","styrax, guaiac wood, patchouli and cedar."
Laurent Mazzone Kingdom Of Dreams,1438,"Kingdom of Dreams Laurent Mazzone Parfums dazzles you to be overwhelmed in a state of ecstasy. Subtly fascinated with a mesmeric appeal, youâ€™ll be totally addicted and transported into a dreamy and fantasy world by just a quick spritz of Kingdom of Dreams. This perfume opens with incense, nutmeg, and black pepper, taking you to the kingdom of desires along with the sensuous Moroccan cedar and Haitian vetiver. The base is wrapped in soft and charismatic amber and musk notes for an unforgettable finish.",none,none,none,Laurent Mazzone,Unisex,Perfume,Natural,Woody,100 ml,2016,"incense, nutmeg, black pepper, patchouli, haitian vetiver, moroccan cedar, amber and musk.",Extrait de Parfum,"incense, nutmeg, black pepper","rose, iris, violet","cypress, mastic, juniper and cedar"
Laurent Mazzone Hysteric,2243,"Inspired by the oriental adventures and tales of love, Laurent Mazzone Hysteric perfume will sweep you away like the wind. A start with an intoxicating hint of cardamom and bergamot makes for a fresh beginning that is entwined with a charismatic flowery rose and whiskey. It is a rendezvous with gourmand nuances of patchouli, coffee, and cacao for a wild ending.",none,none,none,Laurent Mazzone,Unisex,Perfume,Natural,Woody,100 ml,2018,"mandarin, cardamom, bergamot rose, whiskey, tiramisu, jasmine, coffee, patchouli and cocoa",Extrait de Parfum,"mandarin, cardamom","orchid, heliotrope, ylang-ylang, peony, jasmine","musk, heliotrope and amber."
Laurent Mazzone Hard Leather,1438,"This fragrance boosts your manhood and confidence. Laurent Mazzone Hard Leather perfume opens with a masculine seduction of rum along with leather tonalities to go wild. The heart reveals the charm of iris accentuated by the sweetness of honey. The base delivers a tingling sensation of the rich and spicy notes of sandalwood, cedarwood, oud, and frankincense that youâ€™ll want to breathe in until you overdose. The charismatic finish diffuses a sense of bold ambitions and determined spirit to its wearers.",none,none,none,Laurent Mazzone,Men,Perfume,Classical,Leather,100 ml,2014,"leather, rum, honey, iris, oud, styrax, sandalwood, frankincense, vanilla and cedar.",Extrait de Parfum,"leather, rum",cyclamen and jasmine,"vanilla, amber and black cherry."
Laurent Mazzone Army Of Lovers,1438,"An oriental woody fragrance that keeps you in a good mood for a long time. The compelling composition has notes of rose in the top, patchouli in the middle and honey in the base, providing you with an enticing scent with a soft touch that boosts your beauty to fascinate everyone.",none,none,none,Laurent Mazzone,Unisex,Perfume,Sophisticated,Woody Oriental,100 ml,2014,"rose, spices, coriander, violet, patchouli, cashmere wood, oakmoss, sandalwood, musk, amber, honey",Eau de Parfum,"rose, spices, coriander, violet","patchouli, haitian vetiver, moroccan cedar,","praline, patchouli, amber, white wood and cedar wood."
D'Orsay L'intrigante,437,"Reveal your inner beauty with this soft floral fragrance. The compelling composition has notes of musk in the top, camelia in the heart and patchouli in the base, delivering a magnificent scent that accentuates your femininity on your special nights.",none,none,none,D'Orsay,Women,Perfume,Natural,Soft Floral,50 ml,2010,"juniper berries, myrrh, musk, pepper, camelia, carnation, red rose, orange blossom suede, vanille, musk, sandalwood, patchouli",Eau de Parfum,"juniper berries, myrrh, musk, pepper","bergamot rose, whiskey, tiramisu, jasmine","vanilla, benzoin, musk, labdanum, woody and cedar notes."
D'Orsay Le Nomade,667,"Live your life with a classic touch and a modern style with this woody floral composition. The enticing fragrance features top notes of vetiver, heart of jasmine and a base of moss, which reveals to you a magnificent scent that takes you on a unique experience you cannot resist.",none,none,none,D'Orsay,Men,Perfume,Modern,Floral Oriental,100 ml,1974,"vetiver, bergamot, lime, nutmeg, cardamon, geranium, coriander, black pepper, caraway, jasmine, sage, sandalwood, atlas cedar, moss",Eau de Parfum,"vetiver, bergamot, lime, nutmeg","honey, iris",amber and sandalwood
CnR Create Star Sign Capricorn,518,"Boost your elegance with an irresistable touch. The floral woody fragrance features upper notes of camelia, followed by rose in the heart and clove in the base, bringing a sensual scent that captivates the hearts of everyone there.",none,none,none,CnR Create,Women,Perfume,Extravagant,Fruity,50 ml,2008,"orchid, camelia, rose, iris, angelica, jasmine, ylang-ylang, clove, ambrette",Eau de Parfum,"orchid, camelia","patchouli, cashmere wood, oakmoss, sandalwood",amber and musk.
CnR Create Star Sign Taurus,518,"This floral fragrance is designed for the peace-loving and patient woman, just like the woman of the Taurus. Featuring notes of camelia in the top, rose in the middle and iris in the base, the composition brings to a unique scent that boosts your charisma to impress everyone around and keeps all the eyes on your charm and elegance.",none,none,none,CnR Create,Women,Perfume,Romantic,Floral,50 ml,2008,"camelia, red poppy, bergamot, heliotrope, rose, narcissus, ginger, iris, musk",Eau de Parfum,"camelia, red poppy, bergamot","camelia, carnation, red rose, orange blossom suede","coffee, patchouli and cocoa"
CnR Create Star Sign Aries,518,"It's a woody floral fragrance that perfectly suits the Aries man with a strong personality. Its distinctive composition has notes of patchouli in the top, jasmine in the middle and incense in the base, delivering a sensual scent with a sophisticated touch and long-lasting effect.",none,none,none,CnR Create,Men,Perfume,Sophisticated,Woody Oriental,100 ml,2010,"virginia cedar, mint, basil, patchouli, rosemary, pine, jasmine, geranium, incense, osmanthus, galbanum",Eau de Toilette,"virginia cedar, mint, basil, patchouli","cardamon, geranium, coriander, black pepper, caraway, jasmine","oud, styrax, sandalwood, frankincense, vanilla and cedar."
Biehl Al01,805,"It's a floral fragrance inspired by the sweet life in a glamorous city on the mediterranean. The composition combines top notes of peach, followed by a heart of freesia and a base of amber, adding an irresistable touch with a long-lasting effect to your elegance.",none,none,none,Biehl,Unisex,Perfume,Sensual,Floral,100 ml,2007,"galbanum, pineapple, peach, raspberry, black currant, bergamot, basil, narcissus, violet, orchid, african orange flower, ylang-ylang, freesia, jasmine, heliotrope, gardenia, lily-of-the-valley, iris, musk, vetiver, oakmoss, amber, sandalwood",Eau de Parfum,"galbanum, pineapple, peach, raspberry, black currant, bergamot, basil","rose, iris, angelica, jasmine","musk, amber, honey"
Au Pays de la Fleur d'Oranger Tubereuse Rosee,636,"Accentuate your femininity with such a floral fragrance. The rich composition has upper notes of tuberose, followed by spicy notes in the heart and sandalwood in the base, providing you with an amazing scent that takes you on a unique experience everytime you wear it.",none,none,none,Au Pays de la Fleur d'Oranger,Women,Perfume,Romantic,Floral,100 ml,2013,"tuberose, rose,ylang-ylang, spicy notes, musk, sandalwood",Eau de Parfum,"tuberose, rose","heliotrope, rose, narcissus, ginger","vanille, musk, sandalwood, patchouli"
A Lab on Fire Almost Transparent Blue,667,"An aromatic citrus fragrance inspired by the fresh beginning and vitality you feel you spend that amazing moment by the sea under sunlight. The composition features upper notes of lime, followed by thyme in the middle and musk in the base, delivering to you a refreshing scent that keeps you elegant and chic for long time.",none,none,none,A Lab on Fire,Unisex,Perfume,Dynamic,Citrus,60 ml,2013,"lime, yuzu, thyme flower, aldehyde, hinoki, cedar wood, musk",Eau de Parfum,"lime, yuzu","rosemary, pine, jasmine, geranium","sage, sandalwood, atlas cedar, moss"
Parfums de Marly Sedley,1150,"Parfums de Marly Sedley is a fresh aromatic fragrance that is overflowing with citrus. It is ideal for ordinary wear. It is designed with a high-quality formula of grapefruit, bergamot, and mint, to offer you the perfect olfactory experience.
About the Brand:
De Marly is a leading French perfume brand. It offers luxurious perfumes inspired by the eighteenth century when the best perfumes were created for King Louis XV as a tribute to the prestigious horse races that he was an expert on.",none,none,none,Parfums de Marly,Unisex,Perfume,Extravagant,Aromatic,125 ml,2019,"bergamot, mandarin orange, grapefruit, lemon, mint, rosemary, geranium, lavender, olibanum, sandalowood, cedar, vetiver, patchouli, cashmeran and ambroxan.",Eau de Parfum,"bergamot, mandarin orange, grapefruit, lemon, mint","narcissus, violet, orchid, african orange flower, ylang-ylang, freesia, jasmine, heliotrope, gardenia, lily-of-the-valley","ylang-ylang, clove, ambrette"
Electimuss Alkout,1820,A luxury aromatic with Ambergris and Labdanum that mixes with Musk and oud. a unique and precious fragrance with the finest and rarest ingredients that give you loveable and adorable scent.,none,none,none,Electimuss,Unisex,Perfume,Charismatic,Oriental,100 ml,2010,"amber, labdanum, musk, oud",Eau de Parfum,amber,"ylang-ylang, spicy notes","iris, musk"
Penhaligon's Terrible Teddy,1246,"A great perfume understands the emotive power of scent. It can unlock memories and open doors. It can stop us in our tracks, lost somewhere for a moment in time. Recollections triggered by a dusting or iris, a whisper of clove, a burst of juicy nectarine, a trail of smoky incense, a creamy lick of vanilla. This fragrance provides you with a perfect attractive scent that lasts for a long time.",none,none,none,Penhaligon's,Unisex,Perfume,Classical,Leather,75 ml,2019,"incense, musk, ambroxan",Eau de Parfum,incense,"thyme flower, aldehyde","incense, osmanthus, galbanum"
